city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga
Jakarta Selatan,440,503,2,1,0,2021,SHM,Baru,-6.269171278758565,106.82213090314,5689523939
Jakarta Pusat,497,678,7,7,0,1999,SHM,Sedang,-6.3712295790698645,106.73659622787005,7123501400
Jakarta Timur,167,291,3,3,3,1987,HGB,Bagus,-6.3062280186664985,106.89188075163337,2404641209
Jakarta Utara,119,297,2,1,0,1997,HGB,Butuh Renovasi,-6.14310320061199,106.73054283917497,1665159422
Jakarta Timur,434,472,1,1,1,1997,SHM,Sedang,-6.265369918039009,106.96933237886594,4237825764
Jakarta Selatan,144,403,6,5,3,1997,SHM,Bagus,-6.333024647320234,106.75380308661165,3478625100
Jakarta Selatan,256,258,4,4,1,1981,HGB,Sedang,-6.377239076063251,106.77324872521224,3251939952
Jakarta Pusat,588,651,1,1,2,1991,SHM,Sedang,-6.169886299207729,106.95229002308832,7388745719
Bogor,403,431,5,4,2,2011,HGB,Bagus,-6.231418694622478,106.82670963524663,2792859135
Jakarta Timur,182,192,4,3,0,2021,HGB,Bagus,-6.286177088850819,106.68767870265603,2055532223
Bekasi,147,243,3,3,0,1987,HGB,Baru,-6.373880476147958,106.83826760038485,1117641498
Jakarta Pusat,593,795,4,4,1,1989,SHM,Bagus,-6.333013769045004,106.70705386732165,8438092551
Tangerang,529,549,6,5,1,1990,SHM,Sedang,-6.114054800641518,106.99531030997994,4182808291
Jakarta Selatan,540,578,7,6,1,1993,Girik,Bagus,-6.2679685218379575,106.86819570254579,7500469353
Jakarta Pusat,510,732,2,1,2,2005,SHM,Bagus,-6.309755251564861,106.76209043763552,7441723760
Jakarta Timur,306,407,6,6,1,2009,SHM,Sedang,-6.267502285178087,106.86038965745524,3422010092
Jakarta Selatan,456,501,7,6,3,2021,SHM,Baru,-6.177354022935137,106.70459747308217,6377350653
Jakarta Utara,402,467,6,5,3,1983,Girik,Bagus,-6.3309618722239955,106.93596521736602,4168789185
Jakarta Pusat,315,405,2,2,2,2018,HGB,Sedang,-6.387452857673587,106.97610497723653,4341933205
Depok,318,481,4,3,1,1990,SHM,Bagus,-6.2452723585813334,106.95982220422597,2657810051
Jakarta Selatan,75,185,5,4,1,2003,HGB,Bagus,-6.217178563781626,106.78936243273554,1854124847
Jakarta Timur,224,346,2,1,0,2001,SHM,Bagus,-6.200548698964507,106.78424579828588,2573190865
Jakarta Barat,199,391,2,1,3,1982,Girik,Sedang,-6.141304343231854,106.69122803558922,2743580438
Bekasi,571,669,7,7,2,2016,SHM,Bagus,-6.3200890577588105,106.8884481147843,4653282011
Bogor,571,861,3,2,1,1981,HGB,Baru,-6.423625786319888,106.85116953094074,4511725856
Jakarta Timur,39,197,4,3,0,1991,HGB,Baru,-6.11457799572917,106.82699083882476,1109381801
Tangerang,325,427,2,1,2,2000,SHM,Sedang,-6.297745825396883,106.9704419050671,2685941863
Tangerang,468,748,5,4,2,1984,HGB,Bagus,-6.231859871614404,106.73372124834651,4571291602
Jakarta Barat,506,548,1,1,3,1986,SHM,Sedang,-6.216793136905098,106.68309320534087,5129472611
Bogor,216,299,4,3,1,1983,HGB,Bagus,-6.258720201954579,106.70346126467865,1925957474
Depok,283,473,3,3,2,2022,HGB,Bagus,-6.378159864592305,106.75147886010477,2641717962
Jakarta Barat,314,364,6,6,0,2020,HGB,Butuh Renovasi,-6.18569993245935,106.69065137576432,3383639526
Jakarta Barat,289,498,2,2,0,2015,SHM,Baru,-6.168686808993571,106.84090998740581,3661885776
Jakarta Selatan,216,341,5,4,2,2001,Girik,Baru,-6.256458544893896,106.78050894567475,3358488357
Tangerang,544,612,4,3,0,2008,SHM,Bagus,-6.279003593795306,106.73775456258181,4227814783
Jakarta Selatan,361,625,5,4,2,1988,HGB,Baru,-6.410121635905205,106.92002690398357,6009423893
Bekasi,392,649,5,5,0,2005,HGB,Bagus,-6.420616918475075,106.74542442439441,3322104473
Bogor,426,613,7,6,2,1991,HGB,Butuh Renovasi,-6.331152304052765,106.90003363231801,3134333043
Depok,120,349,6,6,2,1980,HGB,Sedang,-6.341203845568913,106.79176476987125,1666086945
Depok,352,540,3,2,2,1987,SHM,Bagus,-6.116220242162854,106.84378488341203,3041183421
Jakarta Timur,247,256,4,3,0,2012,HGB,Sedang,-6.1757320401447995,106.97883745275243,2505953677
Jakarta Barat,550,663,2,2,2,1983,SHM,Baru,-6.219026496659329,106.69195252314107,5975591581
Bekasi,419,494,3,3,3,1993,SHM,Bagus,-6.268823168843838,106.8400846423928,3210057786
Tangerang,377,540,2,2,2,2008,HGB,Bagus,-6.391421364245672,106.95341534730484,3112949893
Depok,73,157,1,1,1,1993,SHM,Bagus,-6.1075401647355,106.86815175947851,1053817702
Bekasi,546,594,5,5,1,1988,SHM,Baru,-6.3187357556159265,106.76859856542886,4121048132
Jakarta Utara,455,631,1,1,3,1988,SHM,Sedang,-6.412576039143464,106.80725796324641,4699125527
Jakarta Utara,204,421,7,6,2,2005,SHM,Sedang,-6.277170386499488,106.89768500119314,2773282401
Jakarta Selatan,378,566,5,5,1,2021,SHM,Sedang,-6.14410069593542,106.96505980618042,5772765332
Tangerang,341,570,6,5,2,1996,SHM,Baru,-6.139448149377935,106.69314123959892,3310055972
Jakarta Timur,577,831,3,2,1,2020,HGB,Bagus,-6.446161929380244,106.70289242300493,6438472941
Depok,572,807,2,1,0,1983,HGB,Butuh Renovasi,-6.13979648933701,106.78401648755508,4661680934
Jakarta Barat,147,172,7,6,0,1982,HGB,Bagus,-6.354980523875049,106.75448949902,1767114522
Jakarta Barat,446,517,6,5,3,2008,SHM,Bagus,-6.436359672611052,106.76477788359118,5066358608
Depok,241,501,2,2,3,2004,HGB,Butuh Renovasi,-6.153273405372993,106.75080639956029,2521695650
Bogor,220,473,3,3,2,2000,SHM,Bagus,-6.147646635404127,106.74266401563365,2026222882
Jakarta Timur,417,687,4,4,3,1991,SHM,Bagus,-6.241319122055177,106.72179966939818,4979210634
Bekasi,531,653,7,6,2,1980,HGB,Bagus,-6.248948184946275,106.97886532217447,4042384263
Bogor,414,557,1,1,0,1980,SHM,Bagus,-6.165407904582503,106.72614062844997,3210681640
Bogor,82,338,1,1,0,1986,HGB,Sedang,-6.174791656551402,106.74540920792498,1180388832
Jakarta Selatan,586,729,2,1,1,1989,Girik,Bagus,-6.138463084295053,106.75880503167386,8028642902
Jakarta Utara,563,821,2,1,2,1994,SHM,Bagus,-6.256538393341153,106.97856475940173,5908947194
Bogor,539,585,2,1,0,2019,SHM,Bagus,-6.111323517543517,106.92182852275235,3437592675
Bogor,57,69,7,7,0,1990,SHM,Baru,-6.101348609173331,106.93270381770097,757865054
Jakarta Pusat,248,455,3,3,2,2002,SHM,Bagus,-6.4092093865004784,106.71352264305233,4010227405
Jakarta Selatan,345,579,4,4,1,1992,HGB,Baru,-6.152659684156057,106.94761916000502,5422192223
Tangerang,307,455,1,1,1,2006,HGB,Sedang,-6.275062209787993,106.81062178618157,2529839309
Jakarta Pusat,237,391,6,6,1,2020,SHM,Bagus,-6.314351781595059,106.76410336838796,3942107644
Jakarta Pusat,67,232,5,4,1,1996,SHM,Bagus,-6.235424691541049,106.8642400267265,1705084798
Depok,478,567,7,7,0,1992,Girik,Bagus,-6.430412054958298,106.94309852986136,3592541823
Jakarta Utara,197,382,7,6,2,1991,SHM,Bagus,-6.2727386084315215,106.92916868834398,2747701899
Bogor,289,462,3,2,2,2008,SHM,Bagus,-6.145188300490666,106.96479919442596,2291063687
Jakarta Utara,556,772,1,1,0,2000,SHM,Butuh Renovasi,-6.375288469351361,106.97700229952494,5798910872
Jakarta Timur,515,778,4,4,0,1999,HGB,Bagus,-6.300763536830702,106.75619906285688,6121241282
Depok,45,141,3,2,0,1999,SHM,Sedang,-6.121181689299793,106.81563452613418,379132804
Tangerang,540,656,6,5,3,2010,SHM,Baru,-6.300002656768006,106.68468113254563,4450358881
Jakarta Utara,595,793,1,1,2,1987,HGB,Baru,-6.3245713286836605,106.96138293096482,6079777467
Jakarta Barat,471,491,3,2,2,2003,HGB,Sedang,-6.2958121731568175,106.72946308847193,4927432088
Jakarta Timur,146,345,1,1,2,1990,SHM,Bagus,-6.2681915317188555,106.95567193994967,2304327669
Jakarta Selatan,188,435,1,1,1,2018,SHM,Bagus,-6.228803029553986,106.78540394303572,3483304778
Tangerang,137,412,7,7,0,2012,SHM,Bagus,-6.169757519679144,106.79780274879397,2027052414
Jakarta Timur,226,489,4,3,0,2021,SHM,Baru,-6.29176422798249,106.69252232143484,3228774465
Depok,598,655,7,6,0,1994,SHM,Bagus,-6.163881672718451,106.78460121272491,4412623506
Jakarta Pusat,116,146,5,5,3,1983,SHM,Sedang,-6.263197768526772,106.96427637849641,1948179549
Jakarta Pusat,524,772,4,4,2,1980,SHM,Baru,-6.3315318213712075,106.68817516835892,7691836292
Depok,123,215,1,1,0,2011,SHM,Butuh Renovasi,-6.219717210158205,106.81002479137496,1102729165
Bekasi,229,493,3,3,3,1990,Girik,Bagus,-6.1987972108397775,106.69004788154008,2092085460
Jakarta Pusat,139,409,6,6,0,2009,SHM,Bagus,-6.254682858529679,106.79869549603491,2968199600
Jakarta Selatan,131,224,4,4,1,2016,SHM,Baru,-6.430184759402847,106.7352450050497,2299058660
Jakarta Selatan,458,611,5,5,2,1998,SHM,Bagus,-6.390540993693711,106.76070988584588,6709131748
Jakarta Barat,233,517,1,1,3,2015,SHM,Baru,-6.350145797688421,106.96083147941165,3496247562
Bogor,36,115,6,6,0,2013,HGB,Baru,-6.351081037916978,106.81953575059902,806246211
Bekasi,442,733,4,4,2,1986,SHM,Butuh Renovasi,-6.214302719913595,106.76761535724862,3949938654
Tangerang,413,496,7,6,3,1999,HGB,Sedang,-6.443577968414229,106.86858828094418,3726369220
Jakarta Pusat,202,238,7,7,2,1991,SHM,Sedang,-6.185511378032668,106.72547422714644,3085114109
Jakarta Selatan,544,775,4,4,2,2011,HGB,Baru,-6.357130133817574,106.76300531437468,8005655037
Depok,348,440,4,4,1,1981,SHM,Butuh Renovasi,-6.341492353824364,106.85479934963293,2785126083
Jakarta Pusat,453,554,4,3,2,2001,SHM,Bagus,-6.265231560219626,106.75600737339138,6008171448
Bogor,512,677,6,6,3,2020,SHM,Sedang,-6.374426039671365,106.89732087596828,4186109114
Depok,108,266,7,7,2,2019,SHM,Baru,-6.1404350402485655,106.83727721672305,1306329877
Jakarta Timur,176,189,3,2,3,2003,SHM,Bagus,-6.420120927235702,106.9270365024815,1631533168
Jakarta Timur,297,521,5,5,2,2010,SHM,Butuh Renovasi,-6.294466173194627,106.9834382514312,4140349702
Jakarta Pusat,375,447,5,4,0,1983,HGB,Bagus,-6.1527022056907885,106.71705756459117,5083921859
Bogor,343,591,1,1,1,2003,SHM,Sedang,-6.2344546369525675,106.78709280319507,2895913186
Bekasi,280,370,2,2,0,2022,SHM,Bagus,-6.347684669455078,106.7822557001211,2302440885
Jakarta Pusat,550,765,3,2,1,1996,SHM,Bagus,-6.302733927278239,106.72837853418793,7890059731
Jakarta Selatan,372,461,7,7,3,2019,HGB,Sedang,-6.202656966880119,106.9392970039467,5589670001
Jakarta Utara,596,624,1,1,1,1998,SHM,Bagus,-6.1093587398226346,106.92316118529241,5617607513
Jakarta Pusat,111,330,1,1,2,2019,SHM,Sedang,-6.137401448567198,106.83501615066702,1994599043
Jakarta Pusat,210,424,4,3,2,2017,SHM,Baru,-6.330148517066168,106.85208664889427,3533657051
Depok,144,364,2,2,0,2013,HGB,Baru,-6.100630742249249,106.69905412416081,1172822950
Jakarta Utara,218,259,7,7,1,2012,HGB,Baru,-6.4487733677641295,106.85776235274466,2342011879
Jakarta Selatan,227,361,2,1,3,1985,SHM,Bagus,-6.440329585467055,106.93322928768629,3533042664
Jakarta Pusat,100,141,3,3,3,2015,SHM,Sedang,-6.161655819690082,106.86362482354684,1603563173
Depok,509,672,2,2,2,1992,SHM,Bagus,-6.3801880596084315,106.76489803843855,3820340075
Bogor,135,417,1,1,3,1988,SHM,Bagus,-6.428730756061316,106.89361544714698,1529835855
Jakarta Pusat,579,636,2,1,2,2014,SHM,Sedang,-6.366998174367224,106.79567629758888,7348016229
Jakarta Utara,163,187,2,2,2,2013,SHM,Baru,-6.300864946106699,106.85435945097144,1750812143
Jakarta Barat,487,559,5,5,2,1995,SHM,Sedang,-6.194301805348308,106.83602091624925,5482768831
Jakarta Utara,404,532,7,7,0,1997,SHM,Butuh Renovasi,-6.231482565707078,106.80197600030885,4402131140
Jakarta Timur,78,164,7,6,0,1997,SHM,Baru,-6.366832573853853,106.91004095372612,1452546626
Jakarta Selatan,454,606,1,1,2,2017,SHM,Baru,-6.273855343164795,106.96284035583548,6497425982
Tangerang,523,704,6,5,2,2022,SHM,Baru,-6.125825063110501,106.68166800591263,4738050400
Jakarta Pusat,113,237,2,2,2,2011,SHM,Sedang,-6.1647472780556845,106.97875728615372,2314772034
Jakarta Utara,305,371,2,1,3,1986,HGB,Baru,-6.336883575308872,106.84368484354664,2766061273
Tangerang,350,355,4,4,2,2002,HGB,Sedang,-6.106207403525506,106.90423420171625,2961980707
Depok,203,327,7,6,2,2002,SHM,Bagus,-6.201982859847704,106.95379986117628,1865809883
Jakarta Barat,374,426,2,2,1,1997,SHM,Sedang,-6.428142725516627,106.82947318154056,4032069793
Jakarta Selatan,228,293,7,6,1,1986,SHM,Sedang,-6.437693750348977,106.94719170347676,3565003285
Jakarta Utara,488,569,2,2,1,2021,SHM,Butuh Renovasi,-6.391057217846489,106.73683834222567,4856265418
Tangerang,318,404,5,5,1,2019,HGB,Bagus,-6.195250446182448,106.73093361103355,2768359684
Jakarta Barat,371,372,1,1,2,2003,SHM,Baru,-6.38569137595515,106.89039083803397,3785467888
Jakarta Timur,425,628,7,7,1,1993,HGB,Baru,-6.270979630776909,106.95844576177656,5087209464
Jakarta Selatan,560,709,3,2,3,1984,SHM,Bagus,-6.417358957936709,106.96557637681153,7869878725
Jakarta Selatan,275,567,1,1,3,2001,HGB,Bagus,-6.1276898447594315,106.88599694668072,4546481712
Jakarta Timur,518,620,4,4,1,2001,HGB,Butuh Renovasi,-6.329613785245751,106.84815655366698,5446136951
Jakarta Pusat,590,613,1,1,0,1989,HGB,Sedang,-6.132153780203779,106.78604578806289,7199325706
Jakarta Timur,493,704,2,1,3,2005,SHM,Baru,-6.119293525331309,106.99360013299179,5388357447
Jakarta Selatan,124,188,4,3,3,1994,HGB,Sedang,-6.4478549734402115,106.7823026197332,1981464855
Jakarta Selatan,130,338,1,1,1,2017,SHM,Baru,-6.287552684480444,106.91813955431411,2295911943
Tangerang,487,737,4,4,1,2020,HGB,Baru,-6.441370380502588,106.8502341759696,4276449281
Jakarta Barat,463,579,3,2,2,2021,HGB,Sedang,-6.131957531793983,106.87472394960811,5176619740
Jakarta Timur,186,301,1,1,3,1980,SHM,Butuh Renovasi,-6.268557359342898,106.80591377618836,2375151561
Jakarta Barat,549,785,7,7,1,1993,Girik,Baru,-6.423769595555526,106.98874340015112,6505290676
Jakarta Timur,411,515,7,6,1,2015,HGB,Sedang,-6.411403145103201,106.86293834435178,4828177422
Depok,57,315,6,5,2,2010,HGB,Sedang,-6.315771841427542,106.98009204174681,1412813638
Jakarta Selatan,348,393,2,2,3,2007,SHM,Baru,-6.1209180324944885,106.68242925317566,4595637106
Tangerang,554,769,4,4,1,2013,Girik,Bagus,-6.207481796951171,106.86325458662117,4661557348
Jakarta Barat,241,264,6,6,2,2014,HGB,Sedang,-6.146333396833803,106.90949980471208,3125031546
Jakarta Timur,410,444,6,6,1,2018,HGB,Sedang,-6.3217401737810075,106.91842565477191,4425592862
Bekasi,486,509,5,4,0,2002,HGB,Bagus,-6.434875205157501,106.96959260217014,3503217349
Depok,214,241,4,4,0,2023,SHM,Baru,-6.108988826978455,106.68140851488121,1839148423
Jakarta Utara,245,260,6,5,1,1998,SHM,Bagus,-6.443989453268171,106.68010565096304,2390817539
Jakarta Pusat,535,593,5,4,3,1997,SHM,Sedang,-6.118321921421619,106.83112430745447,6992248422
Jakarta Barat,499,741,6,5,0,1994,SHM,Bagus,-6.320962901652799,106.68937398560172,5689208293
Tangerang,159,365,2,2,2,1980,HGB,Baru,-6.446468358242342,106.99185041717196,1889755734
Jakarta Utara,148,418,3,3,1,2004,SHM,Sedang,-6.208794968896422,106.75106085585325,2147166220
Bekasi,47,295,5,4,2,2005,SHM,Bagus,-6.106810893589025,106.83125271339675,1173163354
Jakarta Pusat,161,427,3,2,0,2014,SHM,Sedang,-6.112030997006842,106.69956404160392,2951484669
Bekasi,366,558,4,3,3,1994,SHM,Butuh Renovasi,-6.393672046079153,106.8470554931748,3222562386
Jakarta Utara,318,535,2,1,2,1983,SHM,Sedang,-6.386563267876846,106.80158596004718,3661876496
Jakarta Pusat,175,289,5,5,0,1994,SHM,Butuh Renovasi,-6.252061379883119,106.69429120924072,2616874451
Bekasi,436,503,4,3,0,2021,SHM,Butuh Renovasi,-6.2269433107500864,106.78723976534279,3222149266
Tangerang,132,430,6,6,0,2017,HGB,Bagus,-6.191203730216947,106.80525952647132,1985579588
Jakarta Timur,552,626,7,7,2,2018,HGB,Sedang,-6.386632373834749,106.99677487720798,5926277081
Jakarta Selatan,104,206,1,1,0,1980,SHM,Sedang,-6.114347519632448,106.7465234790142,2026295248
Jakarta Timur,153,449,4,4,1,2001,SHM,Bagus,-6.226441260298767,106.85432947691844,2790931220
Jakarta Utara,94,271,3,2,0,1990,SHM,Baru,-6.153533578395305,106.99594097574357,1422742382
Jakarta Barat,68,282,2,2,1,2017,SHM,Bagus,-6.2609769996505396,106.93344614654085,1403312832
Jakarta Selatan,353,391,2,1,3,2016,HGB,Baru,-6.305003103343541,106.99787760028227,4582804050
Depok,85,343,4,4,1,2005,SHM,Bagus,-6.107985982691751,106.98985546069126,1232789148
Tangerang,524,727,6,5,3,2006,SHM,Baru,-6.2462575202130575,106.83665265347014,4779023311
Depok,54,60,1,1,3,1992,SHM,Butuh Renovasi,-6.146594246020287,106.90284027195858,279632537
Jakarta Pusat,232,280,3,2,1,1986,Girik,Bagus,-6.116347661271798,106.71534180062118,3169960769
Jakarta Selatan,485,510,4,3,3,1987,SHM,Baru,-6.213625880546969,106.82116762401498,6460767493
Depok,594,754,4,3,1,2002,SHM,Bagus,-6.257871462518463,106.93888593352534,4485824907
Depok,487,662,7,7,2,2005,SHM,Baru,-6.448771202181272,106.84170730271269,3895652313
Bekasi,324,402,2,1,3,2023,SHM,Sedang,-6.435993125741348,106.90486369050151,2268347320
Jakarta Timur,176,177,3,3,1,2006,HGB,Bagus,-6.379702074382109,106.91864042559497,1652351016
Bekasi,119,250,1,1,3,1988,SHM,Bagus,-6.3848970488504015,106.76111012519773,1225534386
Jakarta Selatan,426,701,2,2,0,2017,HGB,Sedang,-6.360834421680054,106.96022379934162,6712248600
Jakarta Selatan,250,366,4,4,1,1992,SHM,Bagus,-6.343272876805819,106.82714317789095,4108989725
Jakarta Utara,561,724,2,2,0,1986,SHM,Sedang,-6.323977077257245,106.7472592331589,5688172501
Bekasi,250,537,2,1,3,1990,SHM,Bagus,-6.3028118084758935,106.9569330821723,2612166454
Bogor,438,465,5,5,3,1989,HGB,Bagus,-6.415396781540395,106.813702017954,3397332406
Jakarta Timur,163,163,2,1,2,2012,SHM,Bagus,-6.435173323816526,106.9200999802815,1751099381
Jakarta Selatan,512,699,6,5,1,2018,SHM,Baru,-6.214119442824441,106.85537058311091,7714061821
Jakarta Utara,439,494,2,2,0,1982,SHM,Baru,-6.261932811304923,106.80219896071505,4159061217
Bekasi,64,98,6,6,2,2020,HGB,Baru,-6.294549529222958,106.93916045281235,976687663
Jakarta Timur,373,484,3,2,3,2008,HGB,Sedang,-6.227946020591077,106.86703037812627,4145999622
Bekasi,396,681,2,1,3,2016,HGB,Sedang,-6.160312207478761,106.80497987277666,3467973401
Depok,427,462,1,1,2,1995,SHM,Baru,-6.3003074818093285,106.71507131850724,3303080332
Jakarta Utara,253,469,6,5,0,1995,SHM,Bagus,-6.225608187231807,106.96654250040535,3044536285
Jakarta Timur,237,316,6,5,3,2023,SHM,Butuh Renovasi,-6.116249721657694,106.69135026730935,2749513320
Jakarta Pusat,52,134,4,3,3,2022,SHM,Baru,-6.156131426448454,106.95621995147778,1430540701
Jakarta Pusat,357,421,3,3,1,1986,HGB,Bagus,-6.300899716324157,106.79518768796261,4922422358
Jakarta Timur,553,680,2,1,2,1994,HGB,Bagus,-6.22434910676484,106.88458840432045,5787804564
Bekasi,360,381,7,6,3,2017,HGB,Sedang,-6.388025177329421,106.97510391162741,2968204053
Jakarta Utara,447,662,1,1,0,1985,SHM,Bagus,-6.253817235286719,106.72854611696125,4795607601
Jakarta Pusat,353,459,4,4,1,1997,HGB,Butuh Renovasi,-6.106535098101545,106.86142415220442,5003002341
Jakarta Utara,117,225,3,3,2,1998,HGB,Bagus,-6.268589709679117,106.92461851595846,1623173415
Jakarta Pusat,509,689,6,5,0,1981,SHM,Bagus,-6.125326595283449,106.9224268264701,7087279337
Depok,503,666,1,1,3,1982,SHM,Bagus,-6.307432777823859,106.84820221267185,4087734795
Bekasi,460,527,2,2,2,2004,SHM,Bagus,-6.100404310485379,106.87991662717008,3385142290
Depok,239,530,7,6,2,2015,SHM,Baru,-6.247272987670355,106.9224086381225,2529413430
Jakarta Pusat,422,601,5,4,0,2007,HGB,Butuh Renovasi,-6.435205852017423,106.94912884408237,6122364543
Depok,133,313,5,4,2,2017,SHM,Baru,-6.244635821158014,106.92378019100028,1664231964
Jakarta Pusat,380,548,3,2,0,2007,SHM,Sedang,-6.3538995565121414,106.79328158181801,5506703240
Jakarta Timur,243,264,7,7,3,2011,SHM,Bagus,-6.438631537287437,106.99895244833847,2948417795
Depok,549,614,1,1,1,2020,SHM,Bagus,-6.162701343356868,106.81904086199017,3875028742
Jakarta Barat,201,221,4,4,0,2015,SHM,Baru,-6.353494627056736,106.68782870488286,2246126465
Bekasi,57,156,1,1,1,2018,Girik,Bagus,-6.1712080060837256,106.79603742450735,560907076
Jakarta Selatan,189,488,7,7,2,2015,SHM,Sedang,-6.349123845965447,106.72089054546363,4082257760
Bogor,474,576,6,5,0,2022,HGB,Sedang,-6.381985776144179,106.71886163703309,3371602555
Depok,330,376,5,4,3,2002,HGB,Sedang,-6.10912254906345,106.77009121283422,2582512501
Tangerang,254,292,3,2,0,1981,SHM,Bagus,-6.323424135285743,106.69708015813673,2217517708
Bekasi,530,814,2,2,0,1989,HGB,Baru,-6.239518325994894,106.90032390029106,4336971973
Jakarta Barat,265,354,1,1,0,1985,SHM,Butuh Renovasi,-6.236506477514935,106.70367644294461,3180884891
Jakarta Barat,55,139,5,5,1,1987,HGB,Butuh Renovasi,-6.253834281239274,106.7450526577395,1278207629
Jakarta Pusat,588,860,4,3,1,1994,HGB,Bagus,-6.129856489767574,106.70972790863813,8508161578
Jakarta Pusat,183,370,3,3,2,2008,SHM,Baru,-6.213945625021596,106.70021367388898,3243856656
Bogor,143,301,2,1,2,2007,SHM,Sedang,-6.308693448563274,106.76568053297265,1356925636
Jakarta Timur,438,680,1,1,2,2001,HGB,Sedang,-6.148166865416504,106.86300766965132,5167986111
Tangerang,518,590,4,3,2,2013,SHM,Bagus,-6.386627985309413,106.98869937806299,4216868668
Jakarta Selatan,402,450,2,2,0,1999,SHM,Bagus,-6.259517134836353,106.96017812939188,5503234139
Bogor,449,549,6,5,1,2012,HGB,Sedang,-6.1173073698196845,106.9602988561425,3271670321
Jakarta Utara,344,345,5,5,1,1994,HGB,Baru,-6.231110829541856,106.73634145153206,3174838990
Jakarta Selatan,169,412,6,5,1,1986,SHM,Bagus,-6.164061042333793,106.76477030191931,3555338189
Depok,318,493,5,4,1,2003,SHM,Baru,-6.221253746059182,106.70444586137451,2925668966
Bekasi,108,345,4,3,2,2005,SHM,Baru,-6.156220197761738,106.92910986877285,1533528436
Jakarta Utara,516,574,6,6,0,1989,SHM,Butuh Renovasi,-6.1194292420541645,106.70234121647539,5204792459
Jakarta Utara,387,485,5,5,1,1994,SHM,Bagus,-6.354477395363542,106.85814261466268,3929200011
