city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,source,log_harga
Bekasi,530,549,2,1,2,2021,SHM,Bagus,-6.324269100782397,106.98698364944264,3562410047.0,kaggle,21.99370313253819
Jakarta Utara,462,687,3,2,2,2003,SHM,Baru,-6.34754644675608,106.9355561650955,5135529065.0,kaggle,22.359448706373023
Jakarta Selatan,74,272,7,6,3,2023,HGB,Bagus,-6.388975152322195,106.8267356068734,2362376436.0,kaggle,21.582933914165444
Jakarta Barat,222,260,5,4,1,1980,HGB,Bagus,-6.17294913187449,106.74394269450924,2309179158.0,kaggle,21.560157955906792
Jakarta Selatan,128,272,1,1,1,2015,SHM,Sedang,-6.115605042338866,106.93952515528404,2218379483.0,kaggle,21.520042804116336
Jakarta Pusat,121,165,1,1,1,1994,HGB,Baru,-6.305224335804111,106.73029839091468,1721034706.0,kaggle,21.266191520735976
Jakarta Pusat,79,169,1,1,2,2020,HGB,Bagus,-6.11665275683629,106.74734790948544,1431440012.0,kaggle,21.081946776629643
Depok,172,409,5,4,0,2017,SHM,Sedang,-6.161670834597738,106.79712428538885,1812401048.0,kaggle,21.317918349547643
Bekasi,456,525,1,1,1,2023,SHM,Bagus,-6.281632105383289,106.96171142267264,3112810690.0,kaggle,21.85879191415712
Bekasi,109,274,2,2,1,1997,SHM,Baru,-6.214090837305854,106.72217173396292,1167979016.0,kaggle,20.878540756293816
Jakarta Timur,583,712,5,5,1,2002,SHM,Baru,-6.297755537290338,106.71911494171346,6292317717.0,kaggle,22.56259531641749
Jakarta Timur,547,760,7,6,3,2008,SHM,Sedang,-6.254446807125607,106.83807199625768,6365671705.0,kaggle,22.574185594573933
Jakarta Timur,191,279,6,6,2,2020,SHM,Sedang,-6.429683782043524,106.76845137315,2529555276.0,kaggle,21.651309344392857
Jakarta Utara,290,541,7,7,3,2001,SHM,Sedang,-6.206307783644813,106.8619929413274,3990648474.0,kaggle,22.107219579705074
Tangerang,206,277,5,5,3,2003,HGB,Baru,-6.431511374430552,106.82452373909864,1836498908.0,kaggle,21.33112682915902
Bogor,205,369,5,4,0,1992,SHM,Sedang,-6.164020268578122,106.8191869140324,1829203525.0,kaggle,21.32714647736495
Tangerang,357,405,3,2,3,2012,HGB,Sedang,-6.161268574688805,106.71583135055585,2897874468.0,kaggle,21.787243363481597
Jakarta Selatan,491,542,3,3,0,2001,HGB,Baru,-6.3670229493553245,106.72513590087996,6118427814.0,kaggle,22.534571007494137
Tangerang,190,478,3,2,3,2014,SHM,Butuh Renovasi,-6.33671802663747,106.942745144783,2332836296.0,kaggle,21.570350659071146
Jakarta Utara,384,661,4,4,1,1996,HGB,Bagus,-6.281541367504597,106.96348247602296,4512550013.0,kaggle,22.230128243978893
Jakarta Selatan,486,599,2,2,2,2001,SHM,Butuh Renovasi,-6.241167982573631,106.75509873052329,6587746742.0,kaggle,22.60847720635531
Tangerang,208,446,5,4,3,1984,HGB,Sedang,-6.349426218390301,106.71630736048792,2539493936.0,kaggle,21.655230660724875
Jakarta Utara,45,177,7,6,0,2004,SHM,Bagus,-6.242629758378826,106.69709333501903,1272215554.0,kaggle,20.964025748985353
Bogor,300,573,5,4,2,1985,SHM,Bagus,-6.345774524369745,106.87465523639742,2833274324.0,kaggle,21.76469888508711
Tangerang,473,638,3,3,0,1996,HGB,Bagus,-6.430578247625129,106.90891302800009,3695275591.0,kaggle,22.030320973680265
Jakarta Utara,282,574,5,5,1,2010,HGB,Sedang,-6.449115357558832,106.79929919654504,3548048693.0,kaggle,21.989663625651314
Jakarta Timur,581,823,6,6,3,1996,SHM,Bagus,-6.41459712972855,106.897496277597,6688355322.0,kaggle,22.62363383975654
Bekasi,534,671,5,4,2,2012,HGB,Sedang,-6.172712254942593,106.90814682097906,4142206613.0,kaggle,22.144494481341084
Jakarta Timur,164,242,7,7,1,2018,HGB,Baru,-6.113499040665832,106.979309530047,2140875862.0,kaggle,21.48448086402293
Bekasi,362,531,1,1,3,2016,SHM,Sedang,-6.300561830251573,106.70075956410724,2798577158.0,kaggle,21.75237696747179
Jakarta Barat,439,561,6,6,3,1983,SHM,Bagus,-6.27056061629252,106.74153335143396,5167486013.0,kaggle,22.36565214298533
Jakarta Barat,394,569,6,6,0,2022,SHM,Baru,-6.398603140824301,106.70192831603104,5003818587.0,kaggle,22.333467175496622
Jakarta Barat,52,351,5,4,0,1993,SHM,Sedang,-6.257139026561945,106.95775805866757,1800060799.0,kaggle,21.31108627905585
Bogor,309,390,4,3,1,1992,HGB,Baru,-6.399370784297558,106.93362789121076,2492486815.0,kaggle,21.636546770317874
Jakarta Timur,151,237,3,2,0,2006,HGB,Baru,-6.2360749840804095,106.863885462599,1979491950.0,kaggle,21.406106058323864
Bekasi,126,350,2,2,1,2003,HGB,Baru,-6.123359466346701,106.70677229121638,1430771424.0,kaggle,21.081479593805003
Jakarta Utara,117,132,2,2,1,2006,Girik,Bagus,-6.381505511243936,106.7674599547692,1200165800.0,kaggle,20.905725551696115
Jakarta Selatan,359,521,1,1,1,1987,SHM,Bagus,-6.182402698680014,106.77527035137874,5504405444.0,kaggle,22.428814598563545
Jakarta Utara,149,246,2,1,0,2018,SHM,Sedang,-6.441774152013587,106.85943782272494,1841880855.0,kaggle,21.334053090820028
Jakarta Selatan,93,248,2,1,2,2000,HGB,Sedang,-6.318575965537432,106.76257404609176,2126930598.0,kaggle,21.477945744047325
Jakarta Pusat,189,190,3,2,1,2020,HGB,Bagus,-6.411238022259322,106.70334715645215,2505390502.0,kaggle,21.641710448754903
Jakarta Utara,439,607,3,2,2,1990,SHM,Bagus,-6.326633595441505,106.91384393659304,4606206557.0,kaggle,22.250670482758398
Tangerang,301,392,4,3,3,2010,SHM,Baru,-6.389262078126391,106.77570566772974,2635062656.0,kaggle,21.692172797404655
Tangerang,350,530,7,7,0,2006,HGB,Sedang,-6.3193432534569896,106.82475973664748,3508592043.0,kaggle,21.978480666885677
Depok,76,306,1,1,0,2021,SHM,Bagus,-6.303867017862364,106.72085332319436,1080378466.0,kaggle,20.80057724910285
Jakarta Timur,140,287,2,1,2,2006,SHM,Baru,-6.344793107026678,106.93681545708628,2133197363.0,kaggle,21.480887800987727
Jakarta Selatan,228,507,4,3,3,1987,HGB,Baru,-6.220182317684404,106.8609702006157,4545370335.0,kaggle,22.237375043324576
Jakarta Selatan,436,624,1,1,3,2012,Girik,Bagus,-6.128401782059381,106.96850740038715,6561291363.0,kaggle,22.604453274797443
Jakarta Timur,313,440,6,5,1,1991,HGB,Sedang,-6.309791619063154,106.8385509001809,3808447001.0,kaggle,22.060487331965444
Bogor,389,395,2,1,0,2014,HGB,Baru,-6.382679895233743,106.98125621498173,2817835680.0,kaggle,21.759234938218874
Depok,291,337,2,1,3,2013,SHM,Bagus,-6.355247034631406,106.96539782540202,2130908134.0,kaggle,21.479814080264603
Bogor,134,186,3,3,3,1995,HGB,Baru,-6.15109971177627,106.86446715406696,1131557362.0,kaggle,20.846860718173527
Bogor,317,503,5,5,1,2015,SHM,Butuh Renovasi,-6.249926096855448,106.97884590020796,2478796221.0,kaggle,21.63103888492649
Bogor,438,475,1,1,1,1981,Girik,Sedang,-6.2907461386925645,106.78338839913428,2692483264.0,kaggle,21.71372975156232
Jakarta Timur,144,369,2,1,2,1991,SHM,Baru,-6.397627147471876,106.79700549206537,2222902689.0,kaggle,21.522079696791316
Bogor,234,286,1,1,0,2006,HGB,Baru,-6.292595442086676,106.69455294441794,1673685726.0,kaggle,21.238294053634874
Tangerang,338,561,7,6,3,1996,HGB,Sedang,-6.352527798824915,106.86854429016444,3484604027.0,kaggle,21.971620252895704
Jakarta Barat,362,515,4,4,2,1999,SHM,Baru,-6.119892905251327,106.91101567037728,4244107710.0,kaggle,22.168797436970813
Jakarta Pusat,189,236,4,3,0,2000,Girik,Butuh Renovasi,-6.140575461704493,106.92752614087748,2624742270.0,kaggle,21.688248545693593
Jakarta Selatan,587,733,5,5,2,2009,SHM,Bagus,-6.4206341103601305,106.72794121153476,8446410859.0,kaggle,22.857007437787676
Jakarta Selatan,440,503,2,1,0,2021,SHM,Baru,-6.269171278758565,106.82213090314,5689523939.0,kaggle,22.461892415503605
Jakarta Pusat,497,678,7,7,0,1999,SHM,Sedang,-6.3712295790698645,106.73659622787004,7123501400.0,kaggle,22.686665211294525
Jakarta Timur,167,291,3,3,3,1987,HGB,Bagus,-6.3062280186664985,106.89188075163337,2404641209.0,kaggle,21.600666544343756
Jakarta Utara,119,297,2,1,0,1997,HGB,Butuh Renovasi,-6.14310320061199,106.73054283917496,1665159422.0,kaggle,21.23318670534467
Jakarta Timur,434,472,1,1,1,1997,SHM,Sedang,-6.265369918039009,106.96933237886594,4237825764.0,kaggle,22.167316183394284
Jakarta Selatan,144,403,6,5,3,1997,SHM,Bagus,-6.333024647320234,106.75380308661164,3478625100.0,kaggle,21.96990296674625
Jakarta Selatan,256,258,4,4,1,1981,HGB,Sedang,-6.377239076063251,106.77324872521224,3251939952.0,kaggle,21.902517563824354
Jakarta Pusat,588,651,1,1,2,1991,SHM,Sedang,-6.169886299207729,106.95229002308832,7388745719.0,kaggle,22.723223830843676
Bogor,403,431,5,4,2,2011,HGB,Bagus,-6.231418694622478,106.82670963524664,2792859135.0,kaggle,21.750331687979507
Jakarta Timur,182,192,4,3,0,2021,HGB,Bagus,-6.286177088850819,106.68767870265604,2055532223.0,kaggle,21.443800641143568
Bekasi,147,243,3,3,0,1987,HGB,Baru,-6.373880476147958,106.83826760038484,1117641498.0,kaggle,20.834486497465313
Jakarta Pusat,593,795,4,4,1,1989,SHM,Bagus,-6.333013769045004,106.70705386732163,8438092551.0,kaggle,22.856022119064345
Tangerang,529,549,6,5,1,1990,SHM,Sedang,-6.114054800641518,106.99531030997994,4182808291.0,kaggle,22.154248698090875
Jakarta Selatan,540,578,7,6,1,1993,Girik,Bagus,-6.2679685218379575,106.8681957025458,7500469353.0,kaggle,22.73823143606393
Jakarta Pusat,510,732,2,1,2,2005,SHM,Bagus,-6.309755251564861,106.76209043763552,7441723760.0,kaggle,22.73036834726227
Jakarta Timur,306,407,6,6,1,2009,SHM,Sedang,-6.267502285178087,106.86038965745524,3422010092.0,kaggle,21.953493961856832
Jakarta Selatan,456,501,7,6,3,2021,SHM,Baru,-6.177354022935137,106.70459747308216,6377350653.0,kaggle,22.576018590065903
Jakarta Utara,402,467,6,5,3,1983,Girik,Bagus,-6.330961872223996,106.93596521736602,4168789185.0,kaggle,22.15089146752406
Jakarta Pusat,315,405,2,2,2,2018,HGB,Sedang,-6.387452857673587,106.97610497723652,4341933205.0,kaggle,22.191585525050655
Depok,318,481,4,3,1,1990,SHM,Bagus,-6.245272358581333,106.95982220422596,2657810051.0,kaggle,21.70076833192993
Jakarta Selatan,75,185,5,4,1,2003,HGB,Bagus,-6.217178563781626,106.78936243273554,1854124847.0,kaggle,21.340678641628678
Jakarta Timur,224,346,2,1,0,2001,SHM,Bagus,-6.200548698964507,106.78424579828588,2573190865.0,kaggle,21.668412547829032
Jakarta Barat,199,391,2,1,3,1982,Girik,Sedang,-6.141304343231854,106.69122803558922,2743580438.0,kaggle,21.732529633880397
Bekasi,571,669,7,7,2,2016,SHM,Bagus,-6.3200890577588105,106.8884481147843,4653282011.0,kaggle,22.26083861661188
Bogor,571,861,3,2,1,1981,HGB,Baru,-6.423625786319888,106.85116953094074,4511725856.0,kaggle,22.229945590652672
Jakarta Timur,39,197,4,3,0,1991,HGB,Baru,-6.11457799572917,106.82699083882476,1109381801.0,kaggle,20.82706876198954
Tangerang,325,427,2,1,2,2000,SHM,Sedang,-6.297745825396883,106.9704419050671,2685941863.0,kaggle,21.711297290732805
Tangerang,468,748,5,4,2,1984,HGB,Bagus,-6.231859871614404,106.73372124834653,4571291602.0,kaggle,22.24306162839821
Jakarta Barat,506,548,1,1,3,1986,SHM,Sedang,-6.216793136905098,106.68309320534088,5129472611.0,kaggle,22.358268686165964
Bogor,216,299,4,3,1,1983,HGB,Bagus,-6.258720201954579,106.70346126467864,1925957474.0,kaggle,21.37868907063934
Depok,283,473,3,3,2,2022,HGB,Bagus,-6.378159864592305,106.75147886010475,2641717962.0,kaggle,21.694695286023464
Jakarta Barat,314,364,6,6,0,2020,HGB,Butuh Renovasi,-6.18569993245935,106.69065137576432,3383639526.0,kaggle,21.942217750262298
Jakarta Barat,289,498,2,2,0,2015,SHM,Baru,-6.168686808993571,106.8409099874058,3661885776.0,kaggle,22.021244091286817
Jakarta Selatan,216,341,5,4,2,2001,Girik,Baru,-6.256458544893896,106.78050894567475,3358488357.0,kaggle,21.93475681623672
Tangerang,544,612,4,3,0,2008,SHM,Bagus,-6.279003593795306,106.7377545625818,4227814783.0,kaggle,22.164951096993903
Jakarta Selatan,361,625,5,4,2,1988,HGB,Baru,-6.410121635905205,106.92002690398355,6009423893.0,kaggle,22.51659472299537
Bekasi,392,649,5,5,0,2005,HGB,Bagus,-6.420616918475075,106.7454244243944,3322104473.0,kaggle,21.923864296770034
Bogor,426,613,7,6,2,1991,HGB,Butuh Renovasi,-6.331152304052765,106.900033632318,3134333043.0,kaggle,21.865682243262274
Depok,120,349,6,6,2,1980,HGB,Sedang,-6.341203845568913,106.79176476987124,1666086945.0,kaggle,21.23374356780468
Depok,352,540,3,2,2,1987,SHM,Bagus,-6.116220242162854,106.84378488341204,3041183421.0,kaggle,21.835512560165988
Jakarta Timur,247,256,4,3,0,2012,HGB,Sedang,-6.1757320401448,106.97883745275244,2505953677.0,kaggle,21.641935208812097
Jakarta Barat,550,663,2,2,2,1983,SHM,Baru,-6.219026496659329,106.69195252314108,5975591581.0,kaggle,22.510948939402613
Bekasi,419,494,3,3,3,1993,SHM,Bagus,-6.268823168843838,106.8400846423928,3210057786.0,kaggle,21.889554776106984
Tangerang,377,540,2,2,2,2008,HGB,Bagus,-6.391421364245672,106.95341534730484,3112949893.0,kaggle,21.85883663254875
Depok,73,157,1,1,1,1993,SHM,Bagus,-6.1075401647355,106.86815175947852,1053817702.0,kaggle,20.77568531480124
Bekasi,546,594,5,5,1,1988,SHM,Baru,-6.318735755615927,106.76859856542886,4121048132.0,kaggle,22.139373369166936
Jakarta Utara,455,631,1,1,3,1988,SHM,Sedang,-6.412576039143464,106.8072579632464,4699125527.0,kaggle,22.270642270479172
Jakarta Utara,204,421,7,6,2,2005,SHM,Sedang,-6.277170386499488,106.89768500119314,2773282401.0,kaggle,21.743297438279324
Jakarta Selatan,378,566,5,5,1,2021,SHM,Sedang,-6.14410069593542,106.96505980618042,5772765332.0,kaggle,22.476417063143064
Tangerang,341,570,6,5,2,1996,SHM,Baru,-6.139448149377935,106.69314123959892,3310055972.0,kaggle,21.92023093646431
Jakarta Timur,577,831,3,2,1,2020,HGB,Bagus,-6.446161929380244,106.70289242300493,6438472941.0,kaggle,22.585557228137635
Depok,572,807,2,1,0,1983,HGB,Butuh Renovasi,-6.13979648933701,106.78401648755508,4661680934.0,kaggle,22.262641935706945
Jakarta Barat,147,172,7,6,0,1982,HGB,Bagus,-6.354980523875049,106.75448949902,1767114522.0,kaggle,21.292613840294678
Jakarta Barat,446,517,6,5,3,2008,SHM,Bagus,-6.436359672611052,106.76477788359118,5066358608.0,kaggle,22.34588817342682
Depok,241,501,2,2,3,2004,HGB,Butuh Renovasi,-6.153273405372993,106.75080639956028,2521695650.0,kaggle,21.64819738957021
Bogor,220,473,3,3,2,2000,SHM,Bagus,-6.147646635404127,106.74266401563364,2026222882.0,kaggle,21.429439248074516
Jakarta Timur,417,687,4,4,3,1991,SHM,Bagus,-6.241319122055177,106.72179966939818,4979210634.0,kaggle,22.328537208391293
Bekasi,531,653,7,6,2,1980,HGB,Bagus,-6.248948184946275,106.97886532217449,4042384263.0,kaggle,22.120100519197408
Bogor,414,557,1,1,0,1980,SHM,Bagus,-6.165407904582503,106.72614062844995,3210681640.0,kaggle,21.889749100766615
Bogor,82,338,1,1,0,1986,HGB,Sedang,-6.174791656551402,106.74540920792498,1180388832.0,kaggle,20.889109740635885
Jakarta Selatan,586,729,2,1,1,1989,Girik,Bagus,-6.138463084295053,106.75880503167386,8028642902.0,kaggle,22.80628134726001
Jakarta Utara,563,821,2,1,2,1994,SHM,Bagus,-6.256538393341153,106.97856475940172,5908947194.0,kaggle,22.499733512901766
Bogor,539,585,2,1,0,2019,SHM,Bagus,-6.111323517543517,106.92182852275236,3437592675.0,kaggle,21.958037259866586
Bogor,57,69,7,7,0,1990,SHM,Baru,-6.101348609173331,106.93270381770095,757865054.0,kaggle,20.446015900053347
Jakarta Pusat,248,455,3,3,2,2002,SHM,Bagus,-6.4092093865004784,106.71352264305231,4010227405.0,kaggle,22.11211378638264
Jakarta Selatan,345,579,4,4,1,1992,HGB,Baru,-6.152659684156057,106.94761916000502,5422192223.0,kaggle,22.41376603999497
Tangerang,307,455,1,1,1,2006,HGB,Sedang,-6.275062209787993,106.81062178618156,2529839309.0,kaggle,21.651421623834757
Jakarta Pusat,237,391,6,6,1,2020,SHM,Bagus,-6.314351781595059,106.76410336838796,3942107644.0,kaggle,22.09498135250857
Jakarta Pusat,67,232,5,4,1,1996,SHM,Bagus,-6.235424691541049,106.8642400267265,1705084798.0,kaggle,21.256880681928994
Depok,478,567,7,7,0,1992,Girik,Bagus,-6.430412054958298,106.94309852986136,3592541823.0,kaggle,22.002125817881698
Jakarta Utara,197,382,7,6,2,1991,SHM,Bagus,-6.2727386084315215,106.92916868834398,2747701899.0,kaggle,21.734030726528513
Bogor,289,462,3,2,2,2008,SHM,Bagus,-6.145188300490666,106.96479919442596,2291063687.0,kaggle,21.552282039245696
Jakarta Utara,556,772,1,1,0,2000,SHM,Butuh Renovasi,-6.375288469351361,106.97700229952494,5798910872.0,kaggle,22.480935956348574
Jakarta Timur,515,778,4,4,0,1999,HGB,Bagus,-6.300763536830702,106.75619906285688,6121241282.0,kaggle,22.53503073692424
Depok,45,141,3,2,0,1999,SHM,Sedang,-6.121181689299793,106.81563452613418,379132804.0,kaggle,19.75339711063879
Tangerang,540,656,6,5,3,2010,SHM,Baru,-6.300002656768006,106.68468113254563,4450358881.0,kaggle,22.216250577513165
Jakarta Utara,595,793,1,1,2,1987,HGB,Baru,-6.3245713286836605,106.96138293096482,6079777467.0,kaggle,22.528233931596773
Jakarta Barat,471,491,3,2,2,2003,HGB,Sedang,-6.2958121731568175,106.72946308847192,4927432088.0,kaggle,22.318083814856603
Jakarta Timur,146,345,1,1,2,1990,SHM,Bagus,-6.268191531718856,106.95567193994968,2304327669.0,kaggle,21.558054787549995
Jakarta Selatan,188,435,1,1,1,2018,SHM,Bagus,-6.228803029553986,106.78540394303572,3483304778.0,kaggle,21.971247329239254
Tangerang,137,412,7,7,0,2012,SHM,Bagus,-6.169757519679144,106.79780274879396,2027052414.0,kaggle,21.429848562493397
Jakarta Timur,226,489,4,3,0,2021,SHM,Baru,-6.29176422798249,106.69252232143484,3228774465.0,kaggle,21.895368479891104
Depok,598,655,7,6,0,1994,SHM,Bagus,-6.163881672718451,106.78460121272492,4412623506.0,kaggle,22.207735249069064
Jakarta Pusat,116,146,5,5,3,1983,SHM,Sedang,-6.263197768526772,106.9642763784964,1948179549.0,kaggle,21.390161209377133
Jakarta Pusat,524,772,4,4,2,1980,SHM,Baru,-6.331531821371208,106.68817516835892,7691836292.0,kaggle,22.763425381685153
Depok,123,215,1,1,0,2011,SHM,Butuh Renovasi,-6.219717210158205,106.81002479137496,1102729165.0,kaggle,20.82105400400277
Bekasi,229,493,3,3,3,1990,Girik,Bagus,-6.1987972108397775,106.69004788154008,2092085460.0,kaggle,21.461427233653126
Jakarta Pusat,139,409,6,6,0,2009,SHM,Bagus,-6.254682858529679,106.79869549603492,2968199600.0,kaggle,21.81122141100108
Jakarta Selatan,131,224,4,4,1,2016,SHM,Baru,-6.430184759402847,106.7352450050497,2299058660.0,kaggle,21.5557655982784
Jakarta Selatan,458,611,5,5,2,1998,SHM,Bagus,-6.390540993693711,106.76070988584588,6709131748.0,kaggle,22.626735382985263
Jakarta Barat,233,517,1,1,3,2015,SHM,Baru,-6.350145797688421,106.96083147941164,3496247562.0,kaggle,21.974956105447667
Bogor,36,115,6,6,0,2013,HGB,Baru,-6.351081037916978,106.81953575059902,806246211.0,kaggle,20.507899727768645
Bekasi,442,733,4,4,2,1986,SHM,Butuh Renovasi,-6.214302719913595,106.76761535724862,3949938654.0,kaggle,22.096965885359097
Tangerang,413,496,7,6,3,1999,HGB,Sedang,-6.443577968414229,106.86858828094418,3726369220.0,kaggle,22.03870019734577
Jakarta Pusat,202,238,7,7,2,1991,SHM,Sedang,-6.185511378032668,106.72547422714644,3085114109.0,kaggle,21.84985448227448
Jakarta Selatan,544,775,4,4,2,2011,HGB,Baru,-6.357130133817574,106.76300531437468,8005655037.0,kaggle,22.803414008654432
Depok,348,440,4,4,1,1981,SHM,Butuh Renovasi,-6.341492353824364,106.85479934963293,2785126083.0,kaggle,21.747558981832306
Jakarta Pusat,453,554,4,3,2,2001,SHM,Bagus,-6.265231560219626,106.75600737339138,6008171448.0,kaggle,22.516386287785366
Bogor,512,677,6,6,3,2020,SHM,Sedang,-6.374426039671365,106.89732087596828,4186109114.0,kaggle,22.15503752728123
Depok,108,266,7,7,2,2019,SHM,Baru,-6.1404350402485655,106.83727721672304,1306329877.0,kaggle,20.990487422429783
Jakarta Timur,176,189,3,2,3,2003,SHM,Bagus,-6.420120927235702,106.9270365024815,1631533168.0,kaggle,21.212786004161813
Jakarta Timur,297,521,5,5,2,2010,SHM,Butuh Renovasi,-6.294466173194627,106.9834382514312,4140349702.0,kaggle,22.144046090539973
Jakarta Pusat,375,447,5,4,0,1983,HGB,Bagus,-6.1527022056907885,106.71705756459116,5083921859.0,kaggle,22.349348820367933
Bogor,343,591,1,1,1,2003,SHM,Sedang,-6.234454636952568,106.78709280319508,2895913186.0,kaggle,21.786566334155925
Bekasi,280,370,2,2,0,2022,SHM,Bagus,-6.347684669455078,106.7822557001211,2302440885.0,kaggle,21.557235651931368
Jakarta Pusat,550,765,3,2,1,1996,SHM,Bagus,-6.302733927278239,106.72837853418793,7890059731.0,kaggle,22.788869542371227
Jakarta Selatan,372,461,7,7,3,2019,HGB,Sedang,-6.202656966880119,106.9392970039467,5589670001.0,kaggle,22.444186088739382
Jakarta Utara,596,624,1,1,1,1998,SHM,Bagus,-6.1093587398226346,106.9231611852924,5617607513.0,kaggle,22.449171700959432
Jakarta Pusat,111,330,1,1,2,2019,SHM,Sedang,-6.137401448567198,106.83501615066702,1994599043.0,kaggle,21.41370888663783
Jakarta Pusat,210,424,4,3,2,2017,SHM,Baru,-6.330148517066168,106.85208664889429,3533657051.0,kaggle,21.98559916369017
Depok,144,364,2,2,0,2013,HGB,Baru,-6.100630742249249,106.6990541241608,1172822950.0,kaggle,20.88267945831173
Jakarta Utara,218,259,7,7,1,2012,HGB,Baru,-6.4487733677641295,106.85776235274466,2342011879.0,kaggle,21.574276174696603
Jakarta Selatan,227,361,2,1,3,1985,SHM,Bagus,-6.440329585467055,106.93322928768627,3533042664.0,kaggle,21.985425281389762
Jakarta Pusat,100,141,3,3,3,2015,SHM,Sedang,-6.161655819690082,106.86362482354684,1603563173.0,kaggle,21.195493973889242
Depok,509,672,2,2,2,1992,SHM,Bagus,-6.380188059608432,106.76489803843856,3820340075.0,kaggle,22.063605280733285
Bogor,135,417,1,1,3,1988,SHM,Bagus,-6.428730756061316,106.89361544714698,1529835855.0,kaggle,21.148426282935322
